index,text,chapter,offensive
216,"We entered through a gate at the farther end of this causeway, and we are now standing on the upper floor of a building which contains apartments for two chiefs and ten junior examiners; also for the Viceroy and the Governor of the Province, whose presence is required during the examinations.",10,0
217,"You will notice the low, narrow brick structures with half-roofs sloping toward the entrance side, with a narrow alley or lane between them; these long, shed-like buildings are partitioned off into spaces five feet six inches deep, three feet eight inches broad and six feet high.",10,0
218,"In these solid brick quarters the candidate is confined for two whole days and nights, during which time he is to complete his essay or poem.",10,0
219,"From a tower built for the purpose, a close watch is maintained over the whole area, and the utmost precaution is taken to prevent students from smuggling into their cells any available item of literature.",10,0
220,"You will notice, on the end of each range of cells, characters designating the number of the range and the cells included.",10,0
221,"You can see also the source of the water supply for the twelve thousand feverish and anxious competitors that are locked in those close, hot cells for two days and two nights; I mean the cisterns with stone curbs that extend along the space between the causeway and the buildings.",10,0
222,"I need not tell you that the two Oriental specimens below us, with bare heads and poorly shod feet and stiffly akimboed arms are not defeated candidates for literary honors; they are but common coolies who, as you can readily see, impose on art when they pose for ""cash.""",10,1
223,"This becomes an interesting fact when I remind you that we are here just within the tropics, Canton being only a few miles below the Tropic of Cancer, and that frost seldom occurs here.",10,0
224,Our position and field of vision are given by the lines connected with the number II on the lower left-hand corner of the Canton map.,10,0
225,"11. West End of Shameen, an Artificial Island which Comprises the European Colony of Canton.",11,0
226,"Here we are looking slightly north of west, toward the west end of an artificial island, built up of sand and called Shameen (sand).",11,0
227,"It is about half a mile long, comprises the European Settlement, and is connected with the native city by two bridges.",11,0
228,Among the trees yonder you can see the west end of a row of European houses that extends the full length of the ísland; many of them are much more imposing than those we see; some are four stories in height and surrounded by fine shrubbery and flower-gardens.,11,0
229,"In this line of buildings are all the consulates, where Li Hung Chang occasionally called during his official term in Canton.",11,0
230,"I witnessed one of these formal calls; it was marked by what we would look upon as semi-barbaric pomp; Earl Li was carried in his state-chair, followed by a motley retinue of soldiers, musicians, standard-bearers and a few horsemen on miserable and ill-caparisoned ponies.",11,0
